step,l1_errs,rel_l1_errs
0,157.52041046829243,1.000444781749534
25000,158.1580287829561,1.0046130377838474
50000,112.35118972945541,0.7135987711198035
75000,92.26589554981611,0.5855594565850736
100000,69.69985810788893,0.4432679333741021
125000,50.089031608215194,0.31787180855327946
150000,36.7738805321969,0.23353938629810936
175000,37.36807480955926,0.2370868674920956
200000,31.84389140225354,0.20189107943064377
