step,l1_errs,rel_l1_errs
0,157.4598474160085,1.0000601332494186
25000,215.34169570947424,1.367841245575344
50000,194.6391999551241,1.2362512069002507
75000,160.05953110256183,1.0158073196512158
100000,191.41083217574283,1.217309278773917
125000,176.07984410255952,1.1174266440695217
150000,148.72398429574412,0.9444993978763756
175000,176.13529817584396,1.1175145177298362
200000,177.63156107056636,1.126188604039425
