x1,x2,u_nn,mc_new,sd_errs
97.46843606324913,95.05133558121035,24.863448465850148,24.61599338356856,0.042388844933793225
95.0551209320653,106.08726306698561,29.11934416189582,29.299336130521972,0.04944647014976833
100.09081641929887,93.78166344741578,25.214674460989347,24.957966394473672,0.041932294303040824
100.36531715323203,100.29966988255546,28.301694614809733,28.059113590379734,0.046099930268150784
98.44425112198154,91.38958266202025,23.446047856626098,23.398996288314066,0.04057924242877883
91.01654269046415,103.6340410827015,26.545095723165375,26.777431328517167,0.047702866583382166
106.52048060401667,98.13030909949794,29.48172621030223,29.595341949757692,0.045308763123857586
105.96275323071238,101.68565121651908,31.05937146446082,30.996068907484304,0.04735743126094834
106.13578174164782,90.69834261641107,25.940264912710546,26.131758282111257,0.04100943084482672
109.9345258352576,95.86420201369054,29.63011120972844,30.09295533567635,0.04443458122593829
99.48613915551395,109.01580164150496,32.33308796540794,32.22673005984449,0.0516784626420952
91.37243286951251,94.48089888199291,22.3296612006738,22.398242817765713,0.04166004831578119
93.46731120587269,101.28242587432011,26.333097933220387,26.292737270354657,0.04617383227320015
97.21824845815891,104.0221903111506,28.919936150430388,28.804677314983692,0.048079440441932075
94.0101782006755,100.25354651896689,26.052773479778597,25.95629416334995,0.04563824258265459
92.65724516312281,103.05069823662953,26.855747213860514,26.93856645484169,0.04730955648959015
91.00401945414897,100.47235148209361,25.081186791168346,25.090534888657615,0.04553028090340376
105.56069477004414,107.33604868045512,33.73522603932841,33.6156217690741,0.05078409598037752
108.31879692486129,102.23111542833577,32.26419689615291,32.24128889199762,0.04777505855805391
102.75376041797745,91.25494480793063,24.98301747823763,25.02559920414811,0.04107881326751116
93.49924861113774,98.9088759037848,25.246655623466406,25.073556647403574,0.044739370690976124
90.48142627943835,102.30061805525304,25.743950747776946,25.93519830593022,0.04679898723419512
102.09469783675031,98.29504056445299,27.988690888803433,27.884646689602064,0.04510097247006272
106.96143884101357,104.41312330277222,32.856482545574366,32.66856635591449,0.04897692651248541
103.69094068273792,94.69253181808863,26.910971671191085,26.9140361211712,0.04304742003084658
99.76895154317657,108.40550109171882,32.129552767671356,31.957202488388855,0.05103989327615747
96.19801422635501,90.32277250680102,22.06319705494718,22.152303833560474,0.03961673675742815
90.90616635136747,94.59868575567705,22.21484454155583,22.22792447667615,0.04165517428872488
93.03578000171831,91.61171798414445,21.52223493456322,21.6241959460595,0.040079065592323944
103.26712642852497,108.5284596583407,33.49392281711785,33.35259391169057,0.05149925123516951
103.76890251239345,101.87843768401865,30.30840609470825,30.132087617088768,0.04720313404642596
107.92265041172826,92.90980837336329,27.565364289574067,28.004093374477762,0.042801108038640345
100.71305114022572,91.89900341592292,24.542332519134128,24.461847461891804,0.04102648347652347
97.22144854249892,94.31859034880863,24.422069351008496,24.2214761326569,0.04208096631056013
98.14582990330149,103.45083658078163,28.984588812416956,28.823841450899042,0.047755536821428426
92.69043810597486,105.60255280049651,28.036970338415227,28.240057373291492,0.04902653648534719
96.7775329939586,103.58152268871905,28.55295806682585,28.470125054840068,0.0477870456846295
107.88796478415045,106.10579266987972,33.956093643090654,33.85346798432251,0.050081015447287325
96.89680999677965,102.99979054865457,28.324141385871307,28.348238075288474,0.04769991266928544
105.54186960229158,104.3887827131167,32.30536786698223,32.0603655611081,0.0488502047910108
100.3396781473216,91.9930733098472,24.449801879880866,24.358638770499354,0.04103999224704565
102.60011269780159,98.37581599536671,28.20187350101975,28.09232467478385,0.04504488527051071
92.65908946418315,101.5274294333643,26.16004090129241,26.12757713244733,0.04625100688878191
104.33283517087688,109.00077817138319,34.047971373638276,33.92216577660096,0.051753737525466526
