step,l1_errs,rel_l1_errs
0,157.56011779876505,1.0002504514946544
25000,138.1602652252433,0.8764709388488591
50000,106.33385876740718,0.6762510595641732
75000,111.52646367126455,0.708404183960235
100000,120.31657480305006,0.7647769670558474
125000,98.60378936809066,0.6273263744700932
150000,100.74201057411894,0.639222180184763
175000,105.64544897205016,0.670793718176213
200000,102.02176797639764,0.6477535639775857
